Event Name,Log Source,Event Count,Time,Low Level Category,Source IP,Source Port,Destination IP,Destination Port,Username,Magnitude
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:16 PM",Firewall Permit,88.88.88.88,57410,192.116.16.26,53,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:49 PM",Information,213.244.119.251,59464,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,11,"Feb 19, 2017, 3:03:47 PM",Firewall Permit,82.205.64.224,21665,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,11,"Feb 19, 2017, 3:03:47 PM",Information,82.205.64.224,21665,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:52 PM",Information,213.244.119.245,49467,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:53 PM",Information,46.43.123.39,2572,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:53 PM",Information,46.43.123.39,2572,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:53 PM",Information,46.43.106.106,54348,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:53 PM",Information,46.43.106.106,54348,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:53 PM",Firewall Permit,213.244.119.245,44298,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:53 PM",Firewall Permit,82.205.64.224,21676,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:53 PM",Firewall Permit,82.205.64.224,21677,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:54 PM",Firewall Permit,82.205.64.224,21678,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:54 PM",Information,82.205.64.224,21676,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:54 PM",Information,82.205.64.224,21677,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:54 PM",Information,82.205.64.224,21678,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:55 PM",Firewall Permit,213.244.119.245,44830,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:54 PM",Firewall Permit,82.205.64.224,21679,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:56 PM",Firewall Permit,82.205.64.224,21682,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:56 PM",Firewall Permit,82.205.64.224,21683,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:56 PM",Firewall Permit,82.205.64.224,21684,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:56 PM",Information,82.205.87.54,11915,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:56 PM",Information,82.205.87.54,11915,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:57 PM",Information,213.244.118.251,60174,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,7,"Feb 19, 2017, 3:03:55 PM",Information,82.205.64.224,21681,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,4,"Feb 19, 2017, 3:03:56 PM",Firewall Permit,82.205.64.224,21685,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:02 PM",Information,86.104.164.202,28723,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:02 PM",Information,86.104.164.202,28723,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:02 PM",Information,217.78.61.171,17033,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:02 PM",Information,217.78.61.171,17033,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:02 PM",Information,217.78.52.13,49474,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:02 PM",Information,217.78.52.13,49474,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:04 PM",Information,82.205.64.224,21685,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:04 PM",Firewall Permit,82.205.64.224,21693,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:04 PM",Information,82.205.64.224,21693,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:05 PM",Firewall Permit,213.244.119.251,41989,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:05 PM",Firewall Permit,82.205.64.224,21694,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:05 PM",Firewall Permit,82.205.64.224,21695,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:05 PM",Information,217.66.224.235,49052,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:05 PM",Information,217.66.224.235,49052,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:05 PM",Information,82.205.64.224,21694,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:06 PM",Information,213.244.119.245,44298,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:05 PM",Information,82.205.64.224,21695,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:08 PM",Information,213.244.119.245,44830,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:08 PM",Firewall Permit,82.205.64.224,21696,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:09 PM",Firewall Permit,82.205.64.224,21697,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:09 PM",Information,82.205.64.224,21696,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:09 PM",Information,82.205.64.224,21697,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:10 PM",Information,37.8.63.184,26632,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:10 PM",Information,37.8.63.184,26632,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Information,37.8.122.71,11084,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Information,37.8.122.71,11084,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Information,82.205.4.233,28480,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Information,82.205.4.233,28480,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Information,46.244.89.242,21649,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Information,46.244.89.242,21649,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Information,82.102.201.49,11772,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Information,82.102.201.49,11772,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:14 PM",Firewall Permit,66.249.66.93,38281,88.88.88.88,443,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:16 PM",Firewall Permit,66.249.66.94,58149,88.88.88.88,443,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:16 PM",Information,213.244.119.251,41989,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:17 PM",Firewall Permit,213.244.118.245,57299,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:04:17 PM",Firewall Permit,213.244.118.245,48837,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:17 PM",Information,93.184.13.90,43287,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:17 PM",Information,93.184.13.90,43287,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,15,"Feb 19, 2017, 3:03:11 PM",Firewall Permit,82.205.4.242,24233,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,16,"Feb 19, 2017, 3:03:11 PM",Information,82.205.4.242,24233,88.88.88.88,80,N/A,7
Connection_Discarded,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:18 PM",Firewall Deny,88.88.88.88,80,46.60.98.63,9656,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:18 PM",Firewall Permit,213.244.118.251,60183,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:20 PM",Firewall Permit,213.244.118.245,61329,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:20 PM",Firewall Permit,213.244.118.245,42234,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:20 PM",Firewall Permit,213.244.119.245,63265,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:20 PM",Firewall Permit,213.244.119.245,53042,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:21 PM",Firewall Permit,82.205.4.242,24234,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,82.205.4.242,24234,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,82.163.70.152,37347,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,82.163.70.152,37347,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,82.205.39.2,59942,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,82.205.39.2,59942,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,37.8.102.190,13865,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,37.8.102.190,13865,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,5.102.107.23,16298,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:22 PM",Information,5.102.107.23,16298,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:23 PM",Firewall Permit,82.205.64.224,21610,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:23 PM",Information,82.205.64.224,21610,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:23 PM",Firewall Permit,82.205.64.224,21611,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:23 PM",Information,82.205.64.224,21611,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:24 PM",Firewall Permit,212.106.87.104,13398,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:24 PM",Firewall Permit,212.106.87.104,13399,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:24 PM",Firewall Permit,212.106.87.104,13400,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:24 PM",Information,212.106.87.104,13398,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:03:25 PM",Information,212.106.87.104,13399,88.88.88.88,80,N/A,7
